STATE,CONSTITUENCY,NAME,WINNER,PARTY,GENDER,"CRIMINAL
CASES",AGE,CATEGORY,EDUCATION,ASSETS,LIABILITIES,TOTAL ELECTORS
Kerala,KOZHIKODE,M.K.RAGHAVAN,1,INC,MALE,1,66,GENERAL,Graduate,"Rs 1,25,02,009
 ~ 1 Crore+","Rs 31,74,805
 ~ 31 Lacs+",1318024
Kerala,KOZHIKODE,ADV.PRAKASH BABU,0,BJP,MALE,22,39,GENERAL,Post Graduate,"Rs 35,24,377
 ~ 35 Lacs+","Rs 3,43,064
 ~ 3 Lacs+",1318024
Kerala,PALAKKAD,M B RAJESH,0,CPI(M),MALE,10,48,GENERAL,Post Graduate,"Rs 1,67,62,314
 ~ 1 Crore+","Rs 6,51,136
 ~ 6 Lacs+",1323010
Kerala,PALAKKAD,V K SREEKANDAN,1,INC,MALE,7,49,GENERAL,Graduate,"Rs 63,56,399
 ~ 63 Lacs+","Rs 27,09,000
 ~ 27 Lacs+",1323010
Kerala,PALAKKAD,KRISHNAKUMAR C,0,BJP,MALE,10,48,GENERAL,Graduate,"Rs 1,12,98,644
 ~ 1 Crore+","Rs 14,48,919
 ~ 14 Lacs+",1323010
Tamil Nadu,CHENNAI CENTRAL,KAMEELA NASSER,0,MNM,FEMALE,0,54,GENERAL,Post Graduate,"Rs 7,19,05,468
 ~ 7 Crore+","Rs 94,90,525
 ~ 94 Lacs+",1332300
Tamil Nadu,CHENNAI CENTRAL,DR.KARTHIKEYAN. R,0,NTK,MALE,0,31,GENERAL,Post Graduate,"Rs 1,76,06,805
 ~ 1 Crore+","Rs 1,06,80,758
 ~ 1 Crore+",1332300
Tamil Nadu,CHENNAI CENTRAL,SHEIK MOHAMED @ DHEHLAN BAQAVI,0,SDPI,MALE,3,48,GENERAL,Others,"Rs 22,74,313
 ~ 22 Lacs+","Rs 0
 ~",1332300
Tamil Nadu,CHENNAI CENTRAL,SAM PAUL. S.R.,0,PMK,MALE,0,41,GENERAL,Post Graduate,"Rs 29,95,12,500
 ~ 29 Crore+","Rs 25,80,28,373
 ~ 25 Crore+",1332300
Tamil Nadu,CHENNAI CENTRAL,DAYANIDHI MARAN,1,DMK,MALE,1,52,GENERAL,Graduate,"Rs 11,67,90,616
 ~ 11 Crore+","Rs 0
 ~",1332300
Kerala,THRISSUR,RAJAJI MATHEW THOMAS,0,CPI(M),MALE,0,64,GENERAL,Post Graduate,"Rs 28,84,096
 ~ 28 Lacs+","Rs 21,50,000
 ~ 21 Lacs+",1337110
Kerala,THRISSUR,T. N. PRATHAPAN,1,INC,MALE,7,58,GENERAL,12th Pass,"Rs 86,09,349
 ~ 86 Lacs+","Rs 29,78,120
 ~ 29 Lacs+",1337110
Kerala,THRISSUR,SURESH GOPI,0,BJP,MALE,1,60,GENERAL,Post Graduate,"Rs 10,15,34,170
 ~ 10 Crore+","Rs 61,24,303
 ~ 61 Lacs+",1337110
Uttarakhand,ALMORA,SUNDER DHONI (ADVOCATE),0,BSP,MALE,0,41,SC,Post Graduate,"Rs 28,70,000
 ~ 28 Lacs+","Rs 15,00,000
 ~ 15 Lacs+",1337808
Uttarakhand,ALMORA,PRADEEP TAMTA,0,INC,MALE,1,60,SC,Post Graduate,"Rs 1,32,93,598
 ~ 1 Crore+","Rs 25,00,000
 ~ 25 Lacs+",1337808
Uttarakhand,ALMORA,AJAY TAMTA,1,BJP,MALE,0,46,SC,12th Pass,"Rs 99,10,448
 ~ 99 Lacs+","Rs 55,845
 ~ 55 Thou+",1337808
Assam,KARIMGANJ,SWARUP DAS,0,INC,MALE,1,37,SC,Graduate,"Rs 91,06,386
 ~ 91 Lacs+","Rs 47,82,191
 ~ 47 Lacs+",1340173
Assam,KARIMGANJ,RADHESHYAM BISWAS,0,AIUDF,MALE,0,66,SC,12th Pass,"Rs 1,21,70,204
 ~ 1 Crore+","Rs 0
 ~",1340173
Assam,KARIMGANJ,KRIPANATH MALLAH,1,BJP,MALE,0,46,SC,Graduate,"Rs 18,71,040
 ~ 18 Lacs+","Rs 0
 ~",1340173
Kerala,ATTINGAL,DR. A. SAMPATH,0,CPI(M),MALE,0,56,GENERAL,Doctorate,"Rs 3,84,48,688
 ~ 3 Crore+","Rs 36,11,333
 ~ 36 Lacs+",1350710
Kerala,ATTINGAL,ADV. ADOOR PRAKASH,1,INC,MALE,7,63,GENERAL,Graduate Professional,"Rs 14,40,98,612
 ~ 14 Crore+","Rs 2,76,22,685
 ~ 2 Crore+",1350710
Kerala,ATTINGAL,SOBHASURENDRAN,0,BJP,FEMALE,40,49,GENERAL,Graduate,"Rs 19,81,638
 ~ 19 Lacs+","Rs 0
 ~",1350710
Tripura,TRIPURA WEST,BRISHAKETU DEBBARMA,0,IPFT,MALE,0,42,ST,Graduate,"Rs 34,60,085
 ~ 34 Lacs+","Rs 0
 ~",1352857
Tripura,TRIPURA WEST,SANKAR PRASAD DATTA,0,CPI(M),MALE,0,62,GENERAL,Post Graduate,"Rs 2,79,48,486
 ~ 2 Crore+","Rs 0
 ~",1352857
Tripura,TRIPURA WEST,SUBAL BHOWMIK,0,INC,MALE,1,58,GENERAL,Graduate Professional,"Rs 56,78,249
 ~ 56 Lacs+","Rs 0
 ~",1352857
Tripura,TRIPURA WEST,PRATIMA BHOUMIK,1,BJP,FEMALE,0,50,GENERAL,Graduate,"Rs 6,42,398
 ~ 6 Lacs+","Rs 0
 ~",1352857
Uttarakhand,GARHWAL,MANISH KHANDURI,0,INC,MALE,0,50,GENERAL,Post Graduate,"Rs 7,94,62,193
 ~ 7 Crore+","Rs 55,60,112
 ~ 55 Lacs+",1355796
Uttarakhand,GARHWAL,TIRATH SINGH RAWAT,1,BJP,MALE,0,55,GENERAL,Post Graduate,"Rs 1,50,32,657
 ~ 1 Crore+","Rs 35,00,000
 ~ 35 Lacs+",1355796
Kerala,ALAPPUZHA,ADV. A M ARIFF,1,CPI(M),MALE,2,54,GENERAL,Graduate Professional,"Rs 1,52,68,906
 ~ 1 Crore+","Rs 22,20,700
 ~ 22 Lacs+",1356701
Kerala,ALAPPUZHA,ADV. SHANIMOL OSMAN,0,INC,FEMALE,0,52,GENERAL,Post Graduate,"Rs 1,86,65,943
 ~ 1 Crore+","Rs 8,25,000
 ~ 8 Lacs+",1356701
Kerala,ALAPPUZHA,DR. K. S. RADHAKRISHNAN,0,BJP,MALE,1,64,GENERAL,Doctorate,"Rs 1,64,84,722
 ~ 1 Crore+","Rs 0
 ~",1356701
Kerala,PONNANI,ADV. K.C. NAZEER,0,SDPI,MALE,1,40,GENERAL,Graduate Professional,"Rs 29,85,000
 ~ 29 Lacs+","Rs 0
 ~",1356803
Kerala,PONNANI,SAMEERA PA,0,IND,FEMALE,0,36,GENERAL,10th Pass,"Rs 2,400
 ~ 2 Thou+","Rs 0
 ~",1356803
Kerala,PONNANI,E. T. MOHAMMED BASHEER,1,IUML,MALE,0,72,GENERAL,10th Pass,"Rs 81,03,274
 ~ 81 Lacs+","Rs 0
 ~",1356803
Kerala,PONNANI,REMA,0,BJP,FEMALE,7,61,GENERAL,Post Graduate,"Rs 2,44,82,797
 ~ 2 Crore+","Rs 0
 ~",1356803
Kerala,PONNANI,P.V. ANVAR PUTHAN VEETIL,0,IND,MALE,Not Available,51,GENERAL,Not Available,Not Available,Not Available,1356803
Kerala,WAYANAD,P.P. SUNEER,0,CPI(M),MALE,0,50,GENERAL,Post Graduate,"Rs 1,38,15,960
 ~ 1 Crore+","Rs 0
 ~",1359679
Kerala,WAYANAD,RAHUL GANDHI,1,INC,MALE,5,48,GENERAL,Post Graduate,"Rs 15,88,77,063
 ~ 15 Crore+","Rs 72,01,904
 ~ 72 Lacs+",1359679
Kerala,WAYANAD,THUSHAR VELLAPPALLY,0,BDJS,MALE,Not Available,50,GENERAL,Not Available,Not Available,Not Available,1359679
Himachal Pradesh,HAMIRPUR,RAM LAL THAKUR,0,INC,MALE,0,68,GENERAL,Graduate Professional,"Rs 3,48,88,616
 ~ 3 Crore+","Rs 0
 ~",1362269
Himachal Pradesh,HAMIRPUR,ANURAG SINGH THAKUR,1,BJP,MALE,3,44,GENERAL,Graduate,"Rs 5,67,70,463
 ~ 5 Crore+","Rs 10,85,145
 ~ 10 Lacs+",1362269
Kerala,KASARAGOD,K. P. SATHISHCHANDRAN,0,CPI(M),MALE,4,61,GENERAL,Graduate,"Rs 64,81,669
 ~ 64 Lacs+","Rs 10,15,342
 ~ 10 Lacs+",1363937
Kerala,KASARAGOD,RAJMOHAN UNNITHAN,1,INC,MALE,1,65,GENERAL,Graduate,"Rs 2,15,70,257
 ~ 2 Crore+","Rs 8,62,257
 ~ 8 Lacs+",1363937
Kerala,KASARAGOD,RAVISHA THANTHRI KUNTAR,0,BJP,MALE,1,52,GENERAL,10th Pass,"Rs 68,43,278
 ~ 68 Lacs+","Rs 19,01,899
 ~ 19 Lacs+",1363937
Tamil Nadu,CUDDALORE,V. ANNAMALAI,0,MNM,MALE,0,44,GENERAL,Post Graduate,"Rs 8,82,67,747
 ~ 8 Crore+","Rs 0
 ~",1364038
Tamil Nadu,CUDDALORE,R. CHITHRA,0,NTK,FEMALE,0,40,GENERAL,Graduate,"Rs 6,40,737
 ~ 6 Lacs+","Rs 0
 ~",1364038
Tamil Nadu,CUDDALORE,K. THANGAVEL,0,IND,MALE,0,49,GENERAL,10th Pass,"Rs 1,00,08,914
 ~ 1 Crore+","Rs 17,00,000
 ~ 17 Lacs+",1364038
Tamil Nadu,CUDDALORE,DR. R. GOVINDASAMY,0,PMK,MALE,1,69,GENERAL,Post Graduate,"Rs 25,41,47,934
 ~ 25 Crore+","Rs 10,65,600
 ~ 10 Lacs+",1364038
Tamil Nadu,CUDDALORE,T. R. V .S. RAMESH,1,DMK,MALE,0,48,GENERAL,Graduate Professional,"Rs 42,33,78,552
 ~ 42 Crore+","Rs 10,28,28,604
 ~ 10 Crore+",1364038
Assam,JORHAT,KANAK GOGOI,0,CPI(M),MALE,0,42,GENERAL,Post Graduate,"Rs 23,894
 ~ 23 Thou+","Rs 0
 ~",1365035
Assam,JORHAT,SUSHANTA BORGOHAIN,0,INC,MALE,0,44,GENERAL,Graduate,"Rs 2,15,16,244
 ~ 2 Crore+","Rs 0
 ~",1365035
Assam,JORHAT,TOPON KUMAR GOGOI,1,BJP,MALE,0,50,GENERAL,Post Graduate,"Rs 1,25,97,461
 ~ 1 Crore+","Rs 4,55,398
 ~ 4 Lacs+",1365035
Tamil Nadu,NILGIRIS,"RAJENTHIRAN, N.",0,MNM,MALE,0,55,SC,Graduate Professional,"Rs 5,60,13,763
 ~ 5 Crore+","Rs 8,10,218
 ~ 8 Lacs+",1366060
Tamil Nadu,NILGIRIS,"RAMASWAMY, M.",0,IND,MALE,0,66,SC,Post Graduate,"Rs 5,61,29,105
 ~ 5 Crore+","Rs 0
 ~",1366060
Tamil Nadu,NILGIRIS,"RAJA, A.",1,DMK,MALE,6,55,SC,Graduate Professional,"Rs 4,95,91,024
 ~ 4 Crore+","Rs 14,24,914
 ~ 14 Lacs+",1366060
Tamil Nadu,NILGIRIS,"THIYAGARAJAN, M.",0,AIADMK,MALE,0,59,SC,Graduate,"Rs 1,24,67,318
 ~ 1 Crore+","Rs 0
 ~",1366060
Kerala,MALAPPURAM,ABDUL MAJEED FAIZY,0,SDPI,MALE,2,48,GENERAL,10th Pass,"Rs 12,03,908
 ~ 12 Lacs+","Rs 0
 ~",1370544
Kerala,MALAPPURAM,V.P. SANU,0,CPI(M),MALE,9,30,GENERAL,Post Graduate,"Rs 54,38,969
 ~ 54 Lacs+","Rs 0
 ~",1370544
Kerala,MALAPPURAM,P.K. KUNHALIKUTTY,1,IUML,MALE,2,67,GENERAL,Graduate,"Rs 5,29,32,535
 ~ 5 Crore+","Rs 0
 ~",1370544
Kerala,MALAPPURAM,UNNIKRISHNAN,0,BJP,MALE,0,54,GENERAL,Graduate Professional,"Rs 1,21,00,000
 ~ 1 Crore+","Rs 0
 ~",1370544
Kerala,THIRUVANANTHAPURAM,C. DIVAKARAN,0,CPI(M),MALE,1,76,GENERAL,Graduate,"Rs 90,06,945
 ~ 90 Lacs+","Rs 13,18,000
 ~ 13 Lacs+",1371427
Kerala,THIRUVANANTHAPURAM,DR. SHASHI THAROOR,1,INC,MALE,2,63,GENERAL,Doctorate,"Rs 35,00,22,585
 ~ 35 Crore+","Rs 0
 ~",1371427
Kerala,THIRUVANANTHAPURAM,KUMMANAM RAJASEKHARAN,0,BJP,MALE,2,66,GENERAL,Graduate,"Rs 11,05,732
 ~ 11 Lacs+","Rs 0
 ~",1371427
Chhattisgarh,BASTAR,SURESH KAWASI,0,SHS,MALE,0,38,ST,5th Pass,"Rs 1,35,38,941
 ~ 1 Crore+","Rs 0
 ~",1379122
Chhattisgarh,BASTAR,PANEESH PRASAD NAG,0,APoI,MALE,0,29,ST,Post Graduate,"Rs 34,44,229
 ~ 34 Lacs+","Rs 6,00,000
 ~ 6 Lacs+",1379122
Chhattisgarh,BASTAR,RAMU RAM MOURYA,0,CPI(M),MALE,0,42,ST,Post Graduate,"Rs 10,58,000
 ~ 10 Lacs+","Rs 0
 ~",1379122
Chhattisgarh,BASTAR,AAYTU RAM MANDAVI,0,BSP,MALE,0,55,ST,8th Pass,"Rs 5,47,094
 ~ 5 Lacs+","Rs 0
 ~",1379122
Chhattisgarh,BASTAR,DEEPAK BAIJ,1,INC,MALE,1,38,ST,Post Graduate,"Rs 77,21,293
 ~ 77 Lacs+","Rs 18,01,236
 ~ 18 Lacs+",1379122
Chhattisgarh,BASTAR,BAIDU RAM KASHYAP,0,BJP,MALE,2,46,ST,10th Pass,"Rs 1,60,73,844
 ~ 1 Crore+","Rs 1,41,005
 ~ 1 Lacs+",1379122
Chhattisgarh,BASTAR,MANGALARAM KARMA,0,ABSKP,MALE,0,40,ST,12th Pass,"Rs 17,26,000
 ~ 17 Lacs+","Rs 0
 ~",1379122
Kerala,PATHANAMTHITTA,VEENA GEORGE,0,CPI(M),FEMALE,0,42,GENERAL,Post Graduate,"Rs 2,01,79,396
 ~ 2 Crore+","Rs 66,43,517
 ~ 66 Lacs+",1382741
Kerala,PATHANAMTHITTA,ANTO ANTONY,1,INC,MALE,1,62,GENERAL,Graduate,"Rs 60,75,876
 ~ 60 Lacs+","Rs 77,23,227
 ~ 77 Lacs+",1382741
Kerala,PATHANAMTHITTA,K SURENDRAN,0,BJP,MALE,240,49,GENERAL,Graduate,"Rs 40,44,300
 ~ 40 Lacs+","Rs 13,08,799
 ~ 13 Lacs+",1382741
Tamil Nadu,KARUR,HARIHARAN DR R,0,MNM,MALE,0,42,GENERAL,Graduate Professional,"Rs 66,71,252
 ~ 66 Lacs+","Rs 30,61,250
 ~ 30 Lacs+",1387286
Tamil Nadu,KARUR,KARUPPAIYA R,0,NTK,MALE,0,53,GENERAL,Post Graduate,"Rs 5,41,64,676
 ~ 5 Crore+","Rs 89,06,407
 ~ 89 Lacs+",1387286
Tamil Nadu,KARUR,THANGAVEL P S N,0,IND,MALE,0,52,GENERAL,Graduate Professional,"Rs 4,87,31,533
 ~ 4 Crore+","Rs 47,69,030
 ~ 47 Lacs+",1387286
Tamil Nadu,KARUR,JOTHIMANI S,1,INC,FEMALE,0,43,GENERAL,Post Graduate,"Rs 60,46,055
 ~ 60 Lacs+","Rs 3,79,000
 ~ 3 Lacs+",1387286
Tamil Nadu,KARUR,THAMBIDURAI M,0,AIADMK,MALE,2,73,GENERAL,Doctorate,"Rs 25,52,83,854
 ~ 25 Crore+","Rs 8,32,15,997
 ~ 8 Crore+",1387286
Tamil Nadu,PERAMBALUR,"SHANTHI, K.",0,NTK,FEMALE,0,36,GENERAL,Post Graduate,"Rs 3,11,000
 ~ 3 Lacs+","Rs 0
 ~",1391853
Tamil Nadu,PERAMBALUR,"RAJASEKARAN, M.",0,IND,MALE,5,58,GENERAL,Post Graduate,"Rs 6,24,44,127
 ~ 6 Crore+","Rs 1,91,00,000
 ~ 1 Crore+",1391853
Tamil Nadu,PERAMBALUR,"DR.PAARIVENDHAR, T. R",1,DMK,MALE,2,77,GENERAL,Post Graduate,"Rs 97,27,30,368
 ~ 97 Crore+","Rs 6,59,35,070
 ~ 6 Crore+",1391853
Tamil Nadu,PERAMBALUR,"SIVAPATHY, N.R",0,AIADMK,MALE,0,55,GENERAL,Graduate Professional,"Rs 10,07,98,649
 ~ 10 Crore+","Rs 2,95,80,175
 ~ 2 Crore+",1391853
Jharkhand,DUMKA,SHIBU SOREN,0,JMM,MALE,0,72,ST,10th Pass,"Rs 7,25,93,962
 ~ 7 Crore+","Rs 1,49,99,229
 ~ 1 Crore+",1397253
Jharkhand,DUMKA,SENAPATI MURMU,0,CPI(M),MALE,0,45,ST,10th Pass,"Rs 24,68,599
 ~ 24 Lacs+","Rs 3,41,860
 ~ 3 Lacs+",1397253
Jharkhand,DUMKA,ARJUN PUJHAR,0,AITC,MALE,0,44,ST,10th Pass,"Rs 15,66,773
 ~ 15 Lacs+","Rs 8,000
 ~ 8 Thou+",1397253
Jharkhand,DUMKA,SUNIL SOREN,1,BJP,MALE,0,39,ST,12th Pass,"Rs 47,37,559
 ~ 47 Lacs+","Rs 6,85,516
 ~ 6 Lacs+",1397253
Jharkhand,DUMKA,DR. SHRILAL KISKU,0,IND,MALE,0,60,ST,Graduate Professional,"Rs 30,10,115
 ~ 30 Lacs+","Rs 0
 ~",1397253
Jharkhand,DUMKA,SAMUEL TUDU,0,IND,MALE,0,45,ST,8th Pass,"Rs 47,000
 ~ 47 Thou+","Rs 0
 ~",1397253
Jammu & Kashmir,ANANTNAG,CH. ZAFFAR ALI,0,JPC,MALE,0,60,ST,8th Pass,"Rs 2,32,65,829
 ~ 2 Crore+","Rs 2,02,000
 ~ 2 Lacs+",1397779
Jammu & Kashmir,ANANTNAG,GHULAM AHMAD MIR,0,INC,MALE,0,60,GENERAL,Graduate,"Rs 14,01,46,018
 ~ 14 Crore+","Rs 0
 ~",1397779
Jammu & Kashmir,ANANTNAG,MEHBOOBA MUFTI,0,JKPDP,FEMALE,1,59,GENERAL,Graduate Professional,"Rs 89,03,857
 ~ 89 Lacs+","Rs 0
 ~",1397779
Jammu & Kashmir,ANANTNAG,SOFI YOUSUF,0,BJP,MALE,1,53,GENERAL,Illiterate,"Rs 1,17,10,000
 ~ 1 Crore+","Rs 0
 ~",1397779
Jammu & Kashmir,ANANTNAG,HASNAIN MASOODI,1,JKN,MALE,0,65,GENERAL,Post Graduate,"Rs 8,76,20,672
 ~ 8 Crore+","Rs 0
 ~",1397779
Jammu & Kashmir,ANANTNAG,GH. MOHD. WANI,0,IND,MALE,0,45,GENERAL,12th Pass,"Rs 31,000
 ~ 31 Thou+","Rs 0
 ~",1397779
Tamil Nadu,NAMAKKAL,THANGAVELU R,0,MNM,MALE,0,57,GENERAL,Graduate,"Rs 62,80,106
 ~ 62 Lacs+","Rs 2,60,000
 ~ 2 Lacs+",1413599
Tamil Nadu,NAMAKKAL,BASKAR B,0,NTK,MALE,0,44,GENERAL,Doctorate,"Rs 1,99,18,500
 ~ 1 Crore+","Rs 13,78,00,000
 ~ 13 Crore+",1413599
Tamil Nadu,NAMAKKAL,SAMINATHAN P.P,0,IND,MALE,0,54,GENERAL,12th Pass,"Rs 3,66,80,249
 ~ 3 Crore+","Rs 35,31,974
 ~ 35 Lacs+",1413599
Tamil Nadu,NAMAKKAL,CHINRAJ A.K.P,1,DMK,MALE,0,54,GENERAL,Graduate,"Rs 48,52,05,173
 ~ 48 Crore+","Rs 1,86,42,484
 ~ 1 Crore+",1413599
Tamil Nadu,NAMAKKAL,KALIAPPAN P,0,AIADMK,MALE,0,70,GENERAL,10th Pass,"Rs 11,60,09,849
 ~ 11 Crore+","Rs 42,81,652
 ~ 42 Lacs+",1413599
Telangana,MAHABUBABAD,ARUN KUMAR MYPATHI,0,TJS,MALE,1,33,ST,Post Graduate,Nil,"Rs 0
 ~",1424385
Telangana,MAHABUBABAD,BALU NAYAK BHUKYA,0,IND,MALE,0,38,ST,Post Graduate,"Rs 27,50,000
 ~ 27 Lacs+","Rs 10,25,000
 ~ 10 Lacs+",1424385
Telangana,MAHABUBABAD,KAVITHA MALOTHU,1,TRS,FEMALE,1,39,ST,Graduate,"Rs 1,97,31,269
 ~ 1 Crore+","Rs 12,52,068
 ~ 12 Lacs+",1424385
Telangana,MAHABUBABAD,KALLURI. VENKATESWARA RAO.,0,CPI(M),MALE,0,45,ST,10th Pass,"Rs 6,76,200
 ~ 6 Lacs+","Rs 0
 ~",1424385
Telangana,MAHABUBABAD,BALARAM NAIK PORIKA,0,INC,MALE,1,55,ST,10th Pass,"Rs 4,35,70,110
 ~ 4 Crore+","Rs 3,36,00,000
 ~ 3 Crore+",1424385
Telangana,MAHABUBABAD,JATOTHU HUSSAIN,0,BJP,MALE,0,37,ST,Graduate,"Rs 2,90,43,582
 ~ 2 Crore+","Rs 90,00,000
 ~ 90 Lacs+",1424385
Telangana,MAHABUBABAD,UKE KOUSALYA,0,IND,FEMALE,0,49,ST,5th Pass,"Rs 5,96,000
 ~ 5 Lacs+","Rs 0
 ~",1424385
Jharkhand,CHATRA,ARJUN KUMAR,0,CPI(M),MALE,2,40,GENERAL,10th Pass,"Rs 45,18,000
 ~ 45 Lacs+","Rs 90,000
 ~ 90 Thou+",1425218
Jharkhand,CHATRA,NAGESHWAR GANJHU,0,BSP,MALE,0,36,GENERAL,Literate,"Rs 10,11,66,000
 ~ 10 Crore+","Rs 0
 ~",1425218
Jharkhand,CHATRA,MANOJ KUMAR YADAV,0,INC,MALE,0,62,GENERAL,Graduate,"Rs 4,41,86,530
 ~ 4 Crore+","Rs 2,49,224
 ~ 2 Lacs+",1425218
Jharkhand,CHATRA,SUBHASH PRASAD YADAV,0,RJD,MALE,3,52,GENERAL,Graduate,"Rs 5,32,88,310
 ~ 5 Crore+","Rs 52,08,407
 ~ 52 Lacs+",1425218
Jharkhand,CHATRA,SUNIL KUMAR SINGH,1,BJP,MALE,0,55,GENERAL,Post Graduate,"Rs 22,62,09,137
 ~ 22 Crore+","Rs 18,89,051
 ~ 18 Lacs+",1425218
Jharkhand,CHATRA,JAIDULA ANSARI,0,IND,MALE,0,66,GENERAL,Literate,"Rs 69,25,000
 ~ 69 Lacs+","Rs 1,00,000
 ~ 1 Lacs+",1425218
Jharkhand,CHATRA,NANDLAL PRASAD,0,IND,MALE,0,43,GENERAL,Graduate,"Rs 1,61,56,581 
~1 Crore+","Rs 4,50,000 
~4 Lacs+",1425218
Jharkhand,CHATRA,RAJENDRA SAHU,0,IND,MALE,0,41,GENERAL,10th Pass,"Rs 8,49,76,547
 ~ 8 Crore+","Rs 5,89,92,436
 ~ 5 Crore+",1425218
Himachal Pradesh,KANGRA,PAWAN KAJAL,0,INC,MALE,0,45,GENERAL,10th Pass,"Rs 7,94,78,472
 ~ 7 Crore+","Rs 66,42,582
 ~ 66 Lacs+",1427338
Himachal Pradesh,KANGRA,KISHAN KAPOOR,1,BJP,MALE,2,67,ST,12th Pass,"Rs 8,58,41,247
 ~ 8 Crore+","Rs 36,05,161
 ~ 36 Lacs+",1427338
Tamil Nadu,THOOTHUKKUDI,"PON KUMARAN, T.P.S.",0,MNM,MALE,0,59,GENERAL,Post Graduate,"Rs 1,78,86,890
 ~ 1 Crore+","Rs 0
 ~",1427783
Tamil Nadu,THOOTHUKKUDI,"CHRISTANTINE RAJASEKAR, S.",0,NTK,MALE,1,55,GENERAL,12th Pass,"Rs 3,29,36,394
 ~ 3 Crore+","Rs 50,00,000
 ~ 50 Lacs+",1427783
Tamil Nadu,THOOTHUKKUDI,"DR. BHUVANESWARAN, M.",0,IND,MALE,1,52,GENERAL,Doctorate,"Rs 7,80,31,419
 ~ 7 Crore+","Rs 40,74,230
 ~ 40 Lacs+",1427783
Tamil Nadu,THOOTHUKKUDI,DR. TAMILISAI SOUNDARARAJAN,0,BJP,FEMALE,0,57,GENERAL,Graduate Professional,"Rs 10,99,07,600
 ~ 10 Crore+","Rs 1,09,87,000
 ~ 1 Crore+",1427783
Tamil Nadu,THOOTHUKKUDI,KANIMOZHI KARUNANIDHI,1,DMK,FEMALE,6,51,GENERAL,Graduate Professional,"Rs 30,33,73,130
 ~ 30 Crore+","Rs 1,92,90,928
 ~ 1 Crore+",1427783
West Bengal,BALURGHAT,ARPITA GHOSH,0,AITC,FEMALE,0,52,GENERAL,Graduate,"Rs 28,24,728
 ~ 28 Lacs+","Rs 0
 ~",1431704
West Bengal,BALURGHAT,ABDUS SADEK SARKAR,0,INC,MALE,4,40,GENERAL,Graduate Professional,"Rs 2,18,68,500
 ~ 2 Crore+","Rs 98,84,000
 ~ 98 Lacs+",1431704
West Bengal,BALURGHAT,SUKANTA MAJUMDAR,1,BJP,MALE,0,39,GENERAL,Doctorate,"Rs 58,25,866
 ~ 58 Lacs+","Rs 21,68,170
 ~ 21 Lacs+",1431704
West Bengal,BALURGHAT,RANEN BARMAN,0,RSP,MALE,0,50,SC,10th Pass,"Rs 46,32,504
 ~ 46 Lacs+","Rs 0
 ~",1431704
Odisha,KORAPUT,BANAMALI MAJHI,0,APoI,MALE,0,45,ST,Post Graduate,"Rs 1,70,000
 ~ 1 Lacs+","Rs 0
 ~",1434384
Odisha,KORAPUT,KAUSALYA HIKAKA,0,BJD,FEMALE,0,33,ST,12th Pass,"Rs 4,06,17,427
 ~ 4 Crore+","Rs 0
 ~",1434384
Odisha,KORAPUT,BHASKAR MUTUKA,0,BSP,MALE,0,61,ST,Graduate Professional,"Rs 3,16,000
 ~ 3 Lacs+","Rs 0
 ~",1434384
Odisha,KORAPUT,DAMODARA SABAR,0,CPI(ML)(L),MALE,0,67,ST,8th Pass,"Rs 15,000
 ~ 15 Thou+","Rs 0
 ~",1434384
Odisha,KORAPUT,SAPTAGIRI SANKAR ULAKA,1,INC,MALE,0,40,ST,Graduate Professional,"Rs 3,75,87,560
 ~ 3 Crore+","Rs 12,17,963
 ~ 12 Lacs+",1434384
Odisha,KORAPUT,JAYARAM PANGI,0,BJP,MALE,0,63,ST,10th Pass,"Rs 4,19,44,825
 ~ 4 Crore+","Rs 42,00,000
 ~ 42 Lacs+",1434384
Odisha,KORAPUT,RAJENDRA KENDRUKA,0,CPIM,MALE,1,27,ST,5th Pass,"Rs 565
 ~ 5 Hund+","Rs 0
 ~",1434384
West Bengal,BARRACKPORE,DINESH TRIVEDI,0,AITC,MALE,0,68,GENERAL,Post Graduate,"Rs 6,62,07,289
 ~ 6 Crore+","Rs 1,59,25,213
 ~ 1 Crore+",1436431
West Bengal,BARRACKPORE,GARGI CHATTERJEE,0,CPI(M),FEMALE,0,47,GENERAL,Graduate,"Rs 57,140
 ~ 57 Thou+","Rs 0
 ~",1436431
West Bengal,BARRACKPORE,MD. ALAM,0,INC,MALE,0,44,GENERAL,8th Pass,"Rs 28,09,421
 ~ 28 Lacs+","Rs 0
 ~",1436431
West Bengal,BARRACKPORE,ARJUN SINGH,1,BJP,MALE,24,57,GENERAL,10th Pass,"Rs 80,55,691
 ~ 80 Lacs+","Rs 11,00,000
 ~ 11 Lacs+",1436431
Andhra Pradesh,NARSAPURAM,V.V. SIVA RAMA RAJU (KALAVAPUDI SIVA),0,TDP,MALE,1,48,GENERAL,Graduate,"Rs 6,09,40,339
 ~ 6 Crore+","Rs 0
 ~",1439691
Andhra Pradesh,NARSAPURAM,KANUMURU RAGHU RAMA KRISHNA RAJU,1,YSRCP,MALE,3,57,GENERAL,Post Graduate,"Rs 3,25,94,05,378
 ~ 325 Crore+","Rs 1,01,44,67,354
 ~ 101 Crore+",1439691
